air_conditioning,alarm,area_gross,area_land,area_net,central_heating,condition,construction_year,county,description,energy,fireplace,garage,local,location,others,parking,pool,price,storage,title,toilets,type
False,True,260,480,195,False,Usado,1954,Lisboa,"*OFERTA DE ESCRITURA*  Moradia para renovação no 'Bairro do Restelo', caracterizado por uma planta em leque e por uma baixa densidade (habitação unifamiliar em banda), é uma das mais prestigiadas e nobres zonas de Lisboa.   Moradia geminada de 1954 com dois pisos e aproveitamento de sótão, de tipologia T4 + 1 com ABC de 260m2 em lote de terreno com 480m2.   Com uma implantação de 110m2 liberta 370m2 de espaço de jardim/terraço onde a sua família poderá usufruir de zona de estar/refeições, lazer, árvores de fruto e num futuro, caso pretenda, de uma piscina.  O terreno onde se insere tem 3 frentes, nascente/Sul/Poente oferecendo uma excelente exposição solar e dois portões independentes, um de garagem fechada e outro onde podemos colocar mais 2 viaturas.  A moradia carece de obras de atualização/reabilitação, que podem beneficiar de IVA a 6% por estar inserida numa área de Reabilitação Urbana de Lisboa (ARU). Deve registar-se a ótima estrutura da casa pela qualidade da construção.  PISO 0: - Sala de estar com 3 zonas distintas (refeições/estar/leitura) com aproximadamente 50m2 - Cozinha e copa com 16m2 - Escritório com 10m2 - 2 x Wc sociais - Tem também uma zona de lavandaria, um jardim de inverno, uma garagem de 22m2 e outra sala/escritório com 18m2  PISO 1: - Quarto 8m2 + varanda 8m2 - Quarto com 18m2 - Quarto com 16m2 - Suite com 15m2 e Wc 5m2  SOTÃO - Acesso ao sótão que está dividido presentemente em 3 áreas e serve de arrumos  Para a área do lote (480 m2) e do edificado existente, área implantação (111m2, conforme caderneta), área de construção (260 m2), se considerarmos os índices aplicáveis no PDM para a classe de espaço em questão, verifica-se que a área máxima potencial de construção permitida é de 336 m2 (480m2 x 0,7) e a área mínima permeável é de 144 m2 (480m2 x 0,3). É, assim, provavelmente admissível, uma ampliação da área existente da moradia. Ideal para renovação e transformação no seu novo lar, uma moradia cheia de personalidade numa localização fantástica, perto do rio Tejo e coração cultural de Lisboa e com fáceis acessos para Lisboa, Cascais ou Sintra.  Para mais informações contacte a nossa loja de Lisboa ou envie pedido de contacto!  Categoria Energética: D",D,False,True,,Belém,,False,False,1990000,False,MORADIA T4+1 NO RESTELO PARA REMODELAÇÃO,4 ou mais,T5
False,False,130,151,130,False,Renovado,,Lisboa,"Moradia T4 de 2 pisos, localizada no Alto do Chapeleiro, Santa Clara em Lisboa.  •	Área do lote: 151m2; •	Área de implantação: 130m2; •	Área bruta de construção: 188m2.  Contruída em 1981 e com uma remodelação em 2021 feita de raiz, com estrutura em betão armado e paredes em alvenaria.  COMPOSTA POR:  R/C: •	Sala estar/jantar; •	Cozinha; •	1 Wc; •	2 Quartos; •	1 Closet.  1.º PISO: •	Sala de estar; •	1 Wc; •	2 Quartos; •	1 Closet; •	Terraço com zona coberta.   CARACTERISTICAS: •	Cozinha totalmente equipada, com móveis termolaminados brancos e ilha ao centro; •	Pavimento cerâmico em toda a casa e flutuante nos quartos; •	Sala dividida em duas áreas distintas; •	Lareira elétrica; •	Wc's com poliban's e loiças suspensas; •	Lavandaria com máquina de lavar e secar roupa; •	2 Termoacumuladores de 50 litros cada, sendo um para o r/c e outro para o 1.º piso; •	Terraço amplo no 1.º piso com uma área coberta e com ponto de água; •	Caixilharia em PVC, oscilobatente com vidros duplos e estores elétricos; •	Vídeo porteiro; •	Porta blindada, quer no r/c, quer no 1.º piso; •	Zona coberta na entrada da moradia.   PONTOS DE INTERESSE: •	A poucos metros da calçada de Carriche; •	A 800 metros da farmácia; •	Perto da Polícia, bombeiros e das piscinas públicas; •	Perto de parque infantil e zonas verdes para caminhada; •	Tem na sua proximidade algum comércio.   LOCALIZAÇÃO:  Estando bem localizada, esta moradia está a 5 minutos dos principais acessos a Lisboa, eixo Norte/sul, A8 e CRIL.  A escassos minutos do metro.  Fica ainda a 10 minutos do aeroporto de Lisboa.   Mediante negociação, esta moradia pode ser vendida com toda a mobília.  Faça desta a sua nova casa!  Contate-nos para mais informações.  Este anúncio foi publicado por rotina informática, pelo que todos os dados carecem de confirmação.  Categoria Energética: D",D,True,,,Santa Clara,,False,False,430000,False,"Moradia T4 no Alto do Chapeleiro, Santa Clara em Lisboa.",2,T4
False,True,"270,15",1420,367,False,Usado,1953,Alvalade,"Localização: Av. Gago Coutinho, junto à Rotunda do Relógio, uma das principais ligações à auto-estrada A1 que liga Lisboa ao Porto. Está a 5 minutos da Ponte Vasco da Gama que faz a ligação ao Sul. A estação ferroviária do Oriente e o Parque das Nações estão a 5 minutos, o centro da cidade está a 10 minutos.  Por perto e a menos de 2 minutos: Aeroporto Internacional de Lisboa, Mata de Alvalade (do outro lado da avenida) com instalações desportivas e de lazer para crianças e adultos, colégios, lares, transportes públicos (á porta).  O bairro de Alvalade é acolhedor e possui todos os serviços e comodidades desde mercado, escolas, igrejas, clinicas, restaurantes e forte comércio local. Terreno com 1.420m2 de área bruta e 367 m2 de área útil, dimensões ideais para empresas que pretendam estar numa zona nobre da cidade, com facéis acessos, tanto para os vossos clientes com para os vossos colaboradores. Nos últimos anos este imóvel foi adaptado para empresas de serviços ou comerciais, mas também pode ser a sua ""Casa de Sonho"". Obrigado pelo seu tempo. Venha visitar-nos.",D,False,True,,Avenida Almirante Gago Coutinho,,True,False,2500000,False,"Moradia,  Av. Almirante Gago Coutinho, Lisboa",3,T5
False,False,236,409,236,False,Usado,,Olivais,"Construída na década de 80, prima pela generosidade das áreas e de um espaço exterior onde o verde é a paisagem perfeita! Tem três frentes, o que lhe confere uma exposição solar excepcional, além de se localizar numa das zonas mais centrais e tranquilas da cidade.  Conta com garagem independente, três pisos, quatro quartos com roupeiro embutido e uma cave perfeita para as suas reuniões familiares, dado que tem luz natural. Se sonha com a casa perfeita, não procure mais!  Procura Comprar ou vender apartamento, moradia em Marvila, Beato, Olivais e qualquer outra zona de Lisboa? Saiba tudo o que a MacTown Imobiliária pode fazer por si através dos serviços de mediação imobiliária que irão tornar a sua compra ou venda de casa, rápida, simples e rentável! Fale já com um especialista Imobiliário, contacte um dos nossos Consultores Imobiliários.  Categoria Energética: D",D,False,,,Avenida Aquilino Ribeiro Machado,,False,False,1250000,False,Provavelmente a melhor moradia dos Olivais Sul!,3,T4
True,False,151,"120,75",150,False,Novo,1951,Alvalade,"Moradia totalmente remodelada com excelente localização, perto de Transportes, Escolas, Comércio, Bancos e do Aeroporto de Lisboa. Um dos Bairros mais típicos de Lisboa. Atreva-se a vir conhecer o seu novo lar. INCLUI HOME STAGING Composta por CAVE; RC; 1º ANDAR e SOTÃO CAVE: Cozinha + Sala: 45m2, com móveis em Branco e Cinza; Tampo em silestone preto; forno, placa, exaustor, micro-ondas, máquina de lavar louça e roupa ambas encastradas, Esquentador, combinado encastrado e vários módulos de despenseiros e arca frigorifica QUINTAL Casa de banho Churrasqueira Logradouro: 20m2 em Calçada Portuguesa RC: Casa de Banho Quarto: 20m2 com Roupeiro portas de correr, sendo suite  Sala / Hall de Entrada: 15m2 Corredor Todo em pavimento flutuante 1º ANDAR: Quarto 12m2 com Roupeiro portas de correr Casa de Banho  Corredor:  Quarto Sweet: 20m2 com Roupeiro portas de correr e Casa de banho  SOTÃO: Quarto: 15m2 TERRAÇO com 20m2 Imóvel com: Caixilharia lacada a branco com vidros duplos e Oscilo Batentes em todas as assoalhadas. Teto falso com luzes embutidas leds ESTACIONAMENTO PARA DOIS AUTOMÓVEIS Ar Condicionado Estores Elétricos Domótica Painéis Solares Marque já a sua visita e venha conhecer aquela que pode vir a ser a sua próxima casa. Fale connosco, tratamos também do seu processo de financiamento. Somos Intermediários de Crédito autorizados pelo Banco de Portugal com o nº 6096. Você sonha, juntos concretizamos!",C,False,,,Rua Francisco de Andrade,,False,False,799900,False,Moradia V4 em Alvalade,,T4
False,False,82,49,80,False,Em construção,2022,Campo de Ourique,"Moradia T2, na Rua 4 da Infantaria, Pateo do Serra, com projeto na camara em aprovação - a construir! Esta  corresponde a um  com 82 m2 de área e   de 7,5 m2, é composto por: As moradias distinguem-se pela escolha de materiais, acabamentos e equipamentos, oferecendo um elevado padrão de qualidade e excelência.  Localizado em Campo de Ourique num dos   perto de todos os serviços, comércio e transportes, estando perto do Liceu Francês,  do Shopping Amoreiras, etc. Um bairro perfeito! Obrigada",Isento,False,,,Rua do 4 de Infantaria,,False,False,445000,False,"Moradia T2, na Rua 4 da Infantaria, Pateo do Serra, com projeto na cam",2,T2
False,False,82,49,80,False,Em construção,2022,Campo de Ourique,"Moradia T2, na Rua 4 da Infantaria, Pateo do Serra, com projeto na camara em aprovação - a construir! Esta  corresponde a um  com 82 m2 de área e   de 7,5 m2, é composto por: As moradias distinguem-se pela escolha de materiais, acabamentos e equipamentos, oferecendo um elevado padrão de qualidade e excelência.  Localizado em Campo de Ourique num dos   perto de todos os serviços, comércio e transportes, estando perto do Liceu Francês,  do Shopping Amoreiras, etc. Um bairro perfeito! Obrigada",Isento,False,,,Rua do 4 de Infantaria,,False,False,445000,False,"Moradia T2, na Rua 4 da Infantaria, Pateo do Serra, com projeto na cam",2,T1
False,False,297,381,"172,75",False,,2014,Santa Maria Maior,"Conheça hoje esta moradia de luxo que se desenvolve em 4 andares, com elevador interior privativo e ampla garagem com entrada direta à habitação.  Com espaços bem definidos, conta com um salão de 42m2 que se estende para um terraço onde poderá estar tranquilamente ao ar livre com toda a privacidade, ideal para crianças brincarem livremente ou para o seu cão andar à vontade.  O andar de topo é totalmente ocupado por uma suite com closet e zona de estar ou escritório.  Em baixo, zona social com uma cozinha aberta para sala de jantar que convida ao convívio com os amigos.  O piso intermédio é composto de 2 quartos, casa de banho completa e varanda virada para o páteo.  Tenha o privilégio de viver no antigo Palácio do Contador Mor mesmo às portas do castelo de S. Jorge, uma zona sossegada, de acesso exclusivo e carregada de história, reconhecido como habitual lugar de lazer de aristocratas e da burguesia do final do século XIX e início do século XX.  Um projeto de modernização com a assinatura dos arquitetos Manuel Aires Mateus e Frederico Valsassina marcado pela preservação do charme dos traços românticos do edifício, engrandecido com um toque de contemporaneidade e todo o conforto dos tempos modernos.",A,False,,,Rua Damas,,True,False,2500000,False,"Moradia T3. Garagem, terraço e elevador privado",3,T3
True,False,120,"224,40",100,False,Renovado,1964,Campolide,") A Moradia encontra-se localizada no Bairro da Calçada dos Mestres em Campolide,junto do Aqueduto das Águas Livres, em zona sossegada e familiar. A casa foi totalmente remodelada a nível de electricidade, canalização e redesign interno, tendo havido a principal preocupação de a tornar mais funcional e contemporânea.  O imóvel foi igualmente ampliado.  Pode desfrutar de um espaço ao ar livre e com absoluta privacidade. Esta fantástica Moradia tem uma vista sobre o Parque Natural de Monsanto, podemos igualmente vivenciar a privacidade e paz que é caracteristica do Bairro, e associar á facilidade de acesso ao aeroporto, principais vias rodoviárias de entrada e saída na cidade e aos transportes Públicos. Exposição solar Nascente/Poente. AGENDE A SUA VISITA!",F,False,,,Rua 6 - Bairro Calçada dos Mestres,,True,False,850000,False,Moradia T3 para venda,4 ou mais,T3
False,False,220,,173,True,Usado,,Avenidas Novas,", com  , construída de raiz em 2002 com excelentes materiais de construção, muito luminosa. Edifício com    ! Moradia com  , cerca de 173 m2 de área útil, com Licença de Utilização 236/UT-CML/2018 constituída por: :  de entrada com   para dois carros, com pavimento cerâmico :    e   com pavimento cerâmico,   e   de   com toalheiro eléctrico :  de quarto com   embutido, pavimento de madeira,   com   e   com   embutido e   com   embutido e  , com banheira e  :  com pavimento cerâmico,   embutido Este piso é   quer  , quer para espaço de   completa   banheira de   com  ,   e instalação para Máquina de Secar Roupa (NÃO INCLUÍDA) Espaço interior de   com armário técnico com Caldeira de Aquecimento Central 2 pequenas varandas : Divisão   basculante  e   de distribuição com   têm Tomadas de  Videoporteiro Pré-instalação de internet : Integrada no tranquilo Bairro de Santos, a   de todas as comodidades necessária do dia-a-dia, como o   de Santos e  ,  ,  ,  ,   Básica, Escola Secundária,  , várias   públicas,  , jardim  , parques urbano da Praça de Espanha... Centros Comerciais, Jardim Zoológico, Hospitais... A curta distância da   (linha amarela) , paragens de   (731, 52B; 701, 732, 754) Bons acessos viários ao  - IMI, aproximadamente 750€ / ano Na kw Portugal acreditamos na partilha (50/50) como uma forma de prestar o melhor serviço ao cliente! Se é profissional do sector e tem um cliente comprador qualificado, contacte-nos e agende a sua visita!",D,True,,,Rua Falcão Trigoso,,False,False,Preçosobconsulta,True,Moradia T3 | Garagem 2 lugares | Bairro de Santos,4 ou mais,T3
False,False,"174,10",,"174,10",False,Novo,,Avenidas Novas,"Excelente V3 com uma área bruta privativa de 174,14 m² com acabamentos de elevada qualidade, constituído por uma sala de estar com 54,6 m², três quartos (um em suite com closet), três casas de banho (duas completas), cozinha totalmente equipada, área de tratamento de roupa três terraços de uso exclusivo com uma área total de 231,14 m² com uma piscina privada, três lugares de estacionamento e uma arrecadação.  Esta villa encontra-se no LINEA Residences, que é um condomínio de luxo localizado na Avenida 5 de Outubro, em frente ao mega-projeto de Entrecampos (Feira Popular) e trata-se de um projeto contemporâneo assinado pelo arquiteto André Caiado - Contacto Atlântico.   O LINEA Residences tem 36 unidades residenciais disponíveis, cuja tipologia varia entre T1 e T4 duplex, com áreas que variam entre 79,2 m² e 208.2 m² e com áreas exteriores, que variam entre os 5 m² e os 235 m².   Todas as unidades residenciais contam com arrecadações com áreas generosas e parqueamento subterrâneo, preparado para o carregamento elétrico de viaturas.   O condomínio contará com portaria, para acolher serviços de vigilância e controlo de acessos, ginásio, piscina interior aquecida, sauna, balneários e jardins exclusivos. O edifício irá apresentar acabamentos de elevada qualidade e de sustentabilidade, contribuindo para a eficiência energética do espaço, garantindo uma redução dos custos de manutenção e da sua pegada no planeta.   A obra tem início de construção previsto para janeiro de 2021 e conclusão prevista para o terceiro trimestre de 2022.  Categoria Energética: A",A,False,True,,Avenida 5 de Outubro,,False,False,1510000,True,LINEA Residences,3,T3
False,False,"176,30",,"176,30",False,Novo,,Avenidas Novas,"Excelente V3 com uma área bruta privativa de 176,30 m² com acabamentos de elevada qualidade, constituído por uma sala de estar com 54,6 m², três quartos (um em suite com closet), três casas de banho (duas completas), cozinha totalmente equipada, área de tratamento de roupa três terraços de uso exclusivo com uma área total de 231,14 m² com uma piscina privada, três lugares de estacionamento e uma arrecadação.  Esta villa encontra-se no LINEA Residences, que é um condomínio de luxo localizado na Avenida 5 de Outubro, em frente ao mega-projeto de Entrecampos (Feira Popular) e trata-se de um projeto contemporâneo assinado pelo arquiteto André Caiado - Contacto Atlântico.   O LINEA Residences tem 36 unidades residenciais disponíveis, cuja tipologia varia entre T1 e T4 duplex, com áreas que variam entre 79,2 m² e 208.2 m² e com áreas exteriores, que variam entre os 5 m² e os 235 m².   Todas as unidades residenciais contam com arrecadações com áreas generosas e parqueamento subterrâneo, preparado para o carregamento elétrico de viaturas.   O condomínio contará com portaria, para acolher serviços de vigilância e controlo de acessos, ginásio, piscina interior aquecida, sauna, balneários e jardins exclusivos. O edifício irá apresentar acabamentos de elevada qualidade e de sustentabilidade, contribuindo para a eficiência energética do espaço, garantindo uma redução dos custos de manutenção e da sua pegada no planeta.   A obra tem início de construção previsto para janeiro de 2021 e conclusão prevista para o terceiro trimestre de 2022.  Categoria Energética: A",A,False,True,,Avenida 5 de Outubro,,False,False,1530000,True,LINEA Residences,3,T3
False,False,143,218,72,False,Para recuperar,1943,Olivais,"Moradia para remodelar, unifamiliar geminada  , inserida num lote de terreno de  , com uma Área Bruta Dependente de  , situada no Bairro da Encarnação, com 2 pisos e com área de terreno envolvente, vedada, constituindo uma zona ajardinada. Ao longo do tempo foram efetuadas modificações ao imóvel, nomeadamente a construção de dois anexos que ampliam a área original. Da caderneta predial consta a ampliação no R/C, de dois anexos um com duas divisões, quarto, sala, cozinha e casa de banho, 40m2 e outro anexo em open space com sala, cozinha e casa de banho,15m2 IMI - 280,00 € anual O Bairro da Encarnação incere-se no âmbito de uma politica de obras publicas do estado novo. Trata-se do regime que vigorou no país entre 1933 e 1974. O Estado Novo português muitas vezes é chamado de salazarismo, em referência a António de Oliveira Salazar, que ocupou a chefia do governo durante a maior parte desse período. O projecto para o Bairro da Encarnação foi entregue ao arquitecto Paulino Montez no dia 14 de Novembro de 1938. Diz-se que Duarte Pacheco pensou vir morar no Bairro que era, entre os novos Bairros de casas económicas o seu preferido. O contrato estabelecido com o empresário de construção George Tombu para a empreitada foi assinado no dia 16 de Dezembro de 1939 e a construção começou em 1940. A inauguração do Bairro deu-se a 27 de Maio de 1944 com 648 moradias concluídas tendo o Bairro sido completado em 1958. A construção deste bairro inseriu-se no âmbito da construção de diversos bairros de casas económicas. O topónimo Encarnação identificava um pequeno núcleo urbano situado perto. Hoje em dia, o bairro da Encarnação traduz-se numa zona calma, com muitas famílias, muitos espaços verdes e zonas de repouso e lazer. É maioritariamente um bairro dormitório, mas ainda mantém o seu Mercado central, um ponto de encontro de quem lá vive. Existe uma boa rede de transportes Públicos, Autocarro",E,False,,,Rua dos Lojistas,,False,False,455000,True,"Moradia unifamiliar geminada V2+2, com dois pisos e com área de terren",3,T4
True,False,416,"192,16","294,18",False,,2012,Arroios,"Moradia de charme em zona histórica de Lisboa, a alguns passos do Paço da Rainha e muito perto do Campo dos Mártires da Pátria. Mantendo a fachada antiga, a moradia foi construída de raiz e é composta por 3 pisos: No piso ao nível da rua tem um pequeno pátio exterior, a entrada para o estacionamento, com lugar para 2 carros, um quarto/escritório com casa de banho, e uma piscina com jacuzzi; No piso principal a sala com jardim interior, sala de jantar, cozinha, escritório e lavabo social; No segundo piso tem 3 quartos, todos com casa de banho privativa, e um closet no quarto principal. Neste piso, temos ainda acesso à cobertura onde estão os painéis solares e os aparelhos de ar condicionado e um terraço. A zona do Paço da Rainha é uma zona tranquila do centro de Lisboa, usufruindo da excelente rede de transportes públicos (a 5 minutos a pé das estações de Metro da linha Verde, Anjos e Intendente, bem como das carreiras de autocarro da Carris), localiza-se junto ao Jardim do Campo Mártires da Pátria e a 15 minutos a pé do Jardim do Torel, a  partir do qual se pode desfrutar de uma das melhores vistas panorâmicas de Lisboa. --- Charming villa in Lisbon historic city center. Keeping the old facade, it was rebuilt and is now composed of 3 floors: - On the street level floor it has an outdoor patio, the entrance to the parking lot, which has a place for 2 cars, a bedroom/office with bathroom, and a pool with Jacuzzi. - On the main floor it has a living room with an interior garden, dining room, kitchen, office, and social bathroom. - On the second floor it has 3 bedrooms, all with ensuite bathrooms, and a walk-in closet in the master bedroom. - On this floor, we also have access to the roof where we can find a terrace. The Paço da Rainha area is a quiet area in the center of Lisbon, with an excellent public transport network (5 minutes walk from the Metro stations), it is located next to Jardim do Campo Mártires da Pátria and a 15-minute walk from Jardim do Torel, where you can enjoy one of the best panoramic views of Lisbon.",B-,False,,,Rua da Bempostinha,,False,True,1900000,False,Moradia T6 para venda,4 ou mais,T6
False,False,206,136,200,False,Para recuperar,1970,Campo de Ourique,"Identificação do imóvel: ZMPT547768  Descritivo:  Moradia R/C e 1º andar para remodelação total, constituído por 6 assoalhadas, 2 wc's, uma cozinha e um pátio.  Características específicas  - 206,200 m2 m² construídos - T5 - 2 casa de banho - Despensa - Segunda mão/para remodelar - Orientação Este, Oeste - Certificado Energético: Declaração Provisória obrigando à intervenção de obras.  Excelente oportunidade de adquirir uma moradia de 6 assoalhadas, para remodelar, 2 Wc's, em zona calma, próximo do Centro Comercial das Amoreiras. Autocarros para diversos pontos da cidade. Está prevista a construção de um pequeno jardim em frente à moradia.  Venha conhecer e marque já a sua visita!  Nota:  Partilhamos com todas as agências imobiliárias com licença AMI 50% - 50%  Para maior facilidade na identificação deste imóvel, por favor, refira o respetivo ID ZMPT ou o respetivo agente que lhe tenha enviado a sugestão.""  Consigo sempre na procura de casa 3 razões para comprar com a Zome:  + Acompanhamento  Com uma preparação e experiência única no mercado imobiliário, os consultores Zome põem toda a sua dedicação em dar-lhe o melhor acompanhamento, orientando-o com a máxima confiança, na direção certa das suas necessidades e ambições. Daqui para a frente, vamos criar uma relação próxima e escutar com atenção as suas expectativas, porque a nossa prioridade é a sua felicidade! Porque é importante que sinta que está acompanhado, e que estamos consigo sempre.  + Simples  Os consultores Zome têm uma formação única no mercado, ancorada na partilha de experiência prática entre profissionais e fortalecida pelo conhecimento de neurociência aplicada que lhes permite simplificar e tornar mais eficaz a sua experiência imobiliária. Deixe para trás os pesadelos burocráticos porque na Zome encontra o apoio total de uma equipa experiente e multidisciplinar que lhe dá suporte prático em todos os aspetos fundamentais, para que a sua experiência imobiliária supere as expectativas.  + Feliz  Liberte-se de preocupações e ganhe o tempo de qualidade que necessita para se dedicar ao que lhe faz mais feliz. Agimos diariamente para trazer mais valor à sua vida com o aconselhamento fiável de que precisa para, juntos, conseguirmos atingir os melhores resultados. Com a Zome nunca vai estar perdido ou desacompanhado e encontrará algo que não tem preço: a sua máxima tranquilidade! É assim que se vai sentir ao longo de toda a experiência: Tranquilo, seguro, confortável e... FELIZ!",Isento,False,,,Travessa de Campo de Ourique,,False,False,350000,False,Moradia T5 em Ruína,2,T5
False,False,302,302,302,False,,2018,Campo de Ourique,"Brand new villa with a 1930s façade, located in Campo de Ourique, 5 minutes walk from Amoreiras, the French Lyceum and 10 minutes from Jardim da Estrela!    Functional and contemporary layout, with generous areas and quality finishes. 1st floor Fully equipped kitchen, large living room with plenty of natural light and bathroom with shower base and a suite with walking closet.    2nd Floor 3 bedrooms with wardrobes, a multipurpose space overlooking the terrace. It is possible through the two beautiful balconies overlooking the lungs of the city of Lisbon, to observe our beautiful Serra de Monsanto, both at the level of the 1st and 2nd floors In all rooms the windows are equipped with automatic interior blinds, in Black Out, independent ambient sound in all divisions, individual air conditioning in each Daikin brand room, and the water heating is done through solar panels! Come and see your new home, book your visit now!         Moradia a estrear, com fachada dos anos 30, situada em Campo de Ourique, a 5 minutos a pé das Amoreiras, do Liceu Francês e a 10 minutos do Jardim da Estrela!    Layout funcional e contemporâneo, com áreas generosas e acabamentos de qualidade.  1ºpiso  Cozinha totalmente equipada, sala ampla com muita luz natural e wc social com base de duche e ainda um suite com walking closet.  2ºPiso  3 quartos com roupeiros, um espaço polivalente com vistas para o terraço.    É possível através das duas belas varandas com vista sobre o pulmão da cidade de Lisboa, observar a nossa bela Serra de Monsanto, tanto ao nível do 1º como no 2º piso    Em todas as assoalhadas as janelas estão equipadas com estores interiores automáticos, em Black Out, som ambiente independente em todas as divisões, Ar condicionado individual em cada assoalhada da marca Daikin, e o aquecimento de águas é feito através de painéis solares!    Venha conhecer a sua nova casa, marque já a sua visita!",C,False,True,,Rua de Campo de Ourique,,False,False,1450000,True,Moradia T4 para venda,4 ou mais,T4
True,True,480,1220,378,True,Renovado,2006,Santa Clara,"Em Lisboa, encontra esta Moradia Unifamiliar T6, com áreas excecionais, inserida no condomínio Paço da Ameixoeira, na freguesia de Santa Clara. Usufrua dos múltiplos serviços e da privacidade de morar num condomínio privado em Lisboa, numa moradia com características únicas! Na zona norte de Lisboa, numa freguesia tranquila e rodeada de zonas verdes, encontra esta Moradia Unifamiliar com 7 divisões inserida no condomínio fechado Paço da Ameixoeira. A moradia possui 2 pisos, garagem box privativa para 1 viatura, lugares de estacionamento no exterior, amplas varandas, terraços e jardim, que lhe permitem desfrutar da tranquilidade da zona e das vistas desafogadas. A moradia possui uma área excecional (Área Bruta Total: 480 m2 e Área Privativa: 378 m2), distribuída da seguinte forma:  No Piso Inferior encontramos: Um Hall de entrada com 4,5 m2 que dá acesso a um amplo Salão com 100 m2, que permite recriar vários ambientes, através de desnível no pavimento e que está dividido em 3 zonas: Lobby de entrada (27 m2), Sala de Estar (55,3 m2) e Sala de Refeições (18 m2). A Sala é muito luminosa graças à claraboia central (que beneficia ambos os pisos) e às múltiplas portas que dão acesso a um amplo Terraço com 70 m2, com vista desafogada. Um Escritório com 12,6 m2, com acesso ao Terraço. Um WC Social. Uma Cozinha totalmente equipada com 12,5 m2. E o acesso à Garagem fechada, para 1 viatura, com 14,5 m2.  No Piso Superior encontramos: Uma zona de Circulação com 27,9 m2, iluminada pela claraboia central, com vista para o piso inferior. Uma espetacular Master Suíte com 27,9 m2 e acesso a um varanda, com um amplo WC de 12,8 m2. A moradia ao ser renovada, foi transformada em T5 pelo aproveitamento de um quarto para Closet (15,9 m2) da suite principal, totalizando uma área de 55,7 m2! Um Quarto com 12,8 m2. Uma Suíte com 12,3 m2, com um Closet (4,9 m2) e WC  (5,8 m2). Mais uma Suíte com 12,4 m2 e WC (3 m2). Todas as suítes e quartos possuem roupeiros, acabamentos de qualidade, cozinha equipada, ar condicionado e aquecimento central. A casa possui painéis fotovoltaicos, o que reduz significativamente a despesa com o consumo elétrico. O telhado da moradia foi totalmente coberto com um isolamento térmico e proteção contra infiltrações, por cima da laje original. Usufrua do privilégio de morar num condomínio com portaria / segurança 24h e equipamentos de excelência: piscina, ginásio, sauna, campo de ténis/ futebol e parque infantil. Na proximidade existe todo o tipo de comércio, serviços, transportes e acessos rodoviários: uma estação de Metro (Ameixoeira) a 850 metros, o eixo Norte-Sul a 4000 metros, e a calçada de Carriche que dá acesso a diversas autoestradas entre elas a CRIL, A40 e A8. Esta é uma oportunidade a não perder, marque já a sua visita!",C,True,,,Travessa Santo André,,False,False,890000,False,Moradia Isolada com 6 quartos em Condomínio Privado no Paço da Ameixoe,4 ou mais,T6
